source,target,weight
V000081,W000808,3
S001168,W000808,2
M001206,W000808,2
L000602,W000808,3
B001296,W000808,3
D000530,W000808,2
S001200,W000808,4
S001209,W000808,1
B001318,W000808,2
L000593,W000808,3
S001207,W000808,2
S001218,W000808,1
B001278,R000305,1
G000599,R000305,1
L000601,R000305,1
C001127,R000305,2
R000305,S001156,1
R000305,V000081,1
R000305,S001168,1
M001206,R000305,1
L000602,R000305,1
B001296,R000305,1
D000530,R000305,1
R000305,S001200,2
R000305,S001209,1
B001318,R000305,1
L000593,R000305,1
R000305,S001207,1
R000305,S001218,1
B001278,G000599,2
B001278,L000601,2
B001278,C001127,2
B001278,S001156,2
B001278,V000081,2
B001278,S001168,2
B001278,M001206,2
B001278,L000602,2
B001278,B001296,2
B001278,D000530,1
B001278,S001200,2
B001278,S001209,1
B001278,B001318,2
B001278,L000593,2
B001278,S001207,2
B001278,S001218,1
G000599,L000601,2
C001127,G000599,3
G000599,S001156,3
G000599,V000081,3
G000599,S001168,2
G000599,M001206,2
G000599,L000602,3
B001296,G000599,3
D000530,G000599,2
G000599,S001200,2
G000599,S001209,1
B001318,G000599,2
G000599,L000593,3
G000599,S001207,2
G000599,S001218,1
C001127,L000601,2
L000601,S001156,2
L000601,V000081,2
L000601,S001168,2
L000601,M001206,2
L000601,L000602,2
B001296,L000601,2
D000530,L000601,1
L000601,S001200,2
L000601,S001209,1
B001318,L000601,2
L000593,L000601,2
L000601,S001207,2
L000601,S001218,1
C001127,S001156,3
C001127,V000081,3
C001127,S001168,2
C001127,M001206,2
C001127,L000602,3
B001296,C001127,3
C001127,D000530,2
C001127,S001200,3
C001127,S001209,1
B001318,C001127,2
C001127,L000593,3
C001127,S001207,2
C001127,S001218,1
S001156,V000081,3
S001156,S001168,2
M001206,S001156,2
L000602,S001156,3
B001296,S001156,3
D000530,S001156,2
S001156,S001200,2
S001156,S001209,1
B001318,S001156,2
L000593,S001156,3
S001156,S001207,2
S001156,S001218,1
S001168,V000081,2
M001206,V000081,2
L000602,V000081,3
B001296,V000081,3
D000530,V000081,2
S001200,V000081,2
S001209,V000081,1
B001318,V000081,2
L000593,V000081,3
S001207,V000081,2
S001218,V000081,1
M001206,S001168,2
L000602,S001168,2
B001296,S001168,2
D000530,S001168,1
S001168,S001200,2
S001168,S001209,1
B001318,S001168,2
L000593,S001168,2
S001168,S001207,2
S001168,S001218,1
L000602,M001206,2
B001296,M001206,2
D000530,M001206,1
M001206,S001200,2
M001206,S001209,1
B001318,M001206,2
L000593,M001206,2
M001206,S001207,2
M001206,S001218,1
B001296,L000602,3
D000530,L000602,2
L000602,S001200,2
L000602,S001209,1
B001318,L000602,2
L000593,L000602,3
L000602,S001207,2
L000602,S001218,1
B001296,D000530,2
B001296,S001200,2
B001296,S001209,1
B001296,B001318,2
B001296,L000593,3
B001296,S001207,2
B001296,S001218,1
D000530,S001200,1
D000530,S001209,1
B001318,D000530,1
D000530,L000593,2
D000530,S001207,1
D000530,S001218,1
S001200,S001209,1
B001318,S001200,2
L000593,S001200,2
S001200,S001207,2
S001200,S001218,1
B001318,S001209,1
L000593,S001209,1
S001207,S001209,2
S001209,S001218,1
B001318,L000593,2
B001318,S001207,2
B001318,S001218,1
L000593,S001207,2
L000593,S001218,1
S001207,S001218,1
D000096,D000399,2
B001285,D000399,2
A000370,D000399,3
D000399,G000585,2
D000399,K000375,2
B001300,D000096,2
B001285,B001300,2
A000370,B001300,2
B001300,G000585,2
B001300,K000375,2
B000574,D000096,2
B000574,B001285,2
A000370,B000574,2
B000574,G000585,2
B000574,K000375,2
B001296,D000096,2
B001285,B001296,2
A000370,B001296,2
B001296,G000585,2
B001296,K000375,2
C001068,D000096,3
B001285,C001068,3
A000370,C001068,3
C001068,G000585,2
C001068,K000375,2
D000096,G000551,2
B001285,G000551,2
A000370,G000551,2
G000551,G000585,2
G000551,K000375,2
D000096,J000298,2
B001285,J000298,2
A000370,J000298,2
G000585,J000298,2
J000298,K000375,2
D000096,L000557,1
B001285,L000557,1
A000370,L000557,1
G000585,L000557,1
K000375,L000557,1
D000096,M001160,3
B001285,M001160,3
A000370,M001160,2
G000585,M001160,2
K000375,M001160,2
D000096,P000607,2
B001285,P000607,2
A000370,P000607,3
G000585,P000607,2
K000375,P000607,2
D000096,S001156,2
B001285,S001156,2
A000370,S001156,2
G000585,S001156,2
K000375,S001156,2
D000096,S001145,2
B001285,S001145,2
A000370,S001145,2
G000585,S001145,2
K000375,S001145,2
D000096,S001150,1
B001285,S001150,1
A000370,S001150,1
G000585,S001150,1
K000375,S001150,1
D000096,T000468,2
B001285,T000468,2
A000370,T000468,2
G000585,T000468,2
K000375,T000468,2
D000096,W000788,2
B001285,W000788,2
A000370,W000788,3
G000585,W000788,2
K000375,W000788,2
C001131,D000096,2
B001285,C001131,2
A000370,C001131,3
C001131,G000585,2
C001131,K000375,2
D000096,S001185,2
D000096,J000288,2
B001223,D000096,2
D000096,W000826,1
D000096,P000618,2
C001084,D000096,1
D000096,D000624,2
D000096,K000389,3
D000096,N000147,2
D000096,R000617,1
D000096,J000032,2
D000096,D000623,2
D000096,O000172,1
D000096,T000481,2
B001285,D000096,3
D000096,V000131,1
D000096,H001038,1
D000096,S001226,1
D000096,D000530,1
D000096,W000808,2
D000096,L000551,2
D000096,E000297,2
A000370,D000096,2
B001224,D000096,2
D000096,G000599,2
D000096,G000585,2
D000096,V000081,2
C001127,D000096,2
D000096,H001068,1
D000096,M000312,2
D000096,D000216,2
D000096,K000375,2
D000096,P000604,1
D000096,H001094,1
D000096,G000559,2
D000096,D000197,2
C001130,D000096,2
D000096,F000476,2
D000096,E000299,1
D000096,T000469,1
D000096,N000002,2
D000096,N000191,2
D000096,L000593,2
D000096,P000617,2
D000096,P000597,2
C001125,D000096,2
D000096,L000602,2
C001091,D000096,2
C001080,D000096,2
C001072,D000096,2
B001285,S001185,2
A000370,S001185,3
G000585,S001185,2
K000375,S001185,2
B001285,J000288,2
A000370,J000288,3
G000585,J000288,2
J000288,K000375,2
B001223,B001285,2
A000370,B001223,2
B001223,G000585,2
B001223,K000375,2
B001285,W000826,1
A000370,W000826,1
G000585,W000826,1
K000375,W000826,1
B001285,P000618,2
A000370,P000618,2
G000585,P000618,2
K000375,P000618,2
B001285,C001084,1
A000370,C001084,1
C001084,G000585,1
C001084,K000375,1
B001285,D000624,2
A000370,D000624,2
D000624,G000585,2
D000624,K000375,2
B001285,K000389,3
A000370,K000389,2
G000585,K000389,2
K000375,K000389,2
B001285,N000147,2
A000370,N000147,3
G000585,N000147,2
K000375,N000147,2
B001285,R000617,1
A000370,R000617,1
G000585,R000617,1
K000375,R000617,1
B001285,J000032,2
A000370,J000032,3
G000585,J000032,2
J000032,K000375,2
B001285,D000623,2
A000370,D000623,3
D000623,G000585,2
D000623,K000375,2
B001285,O000172,1
A000370,O000172,1
G000585,O000172,1
K000375,O000172,1
B001285,T000481,2
A000370,T000481,2
G000585,T000481,2
K000375,T000481,2
B001285,V000131,1
B001285,H001038,1
B001285,S001226,1
B001285,D000530,1
B001285,W000808,2
B001285,L000551,2
B001285,E000297,2
A000370,B001285,2
B001224,B001285,2
B001285,G000599,2
B001285,G000585,2
B001285,V000081,2
B001285,C001127,2
B001285,H001068,1
B001285,M000312,2
B001285,D000216,2
B001285,K000375,2
B001285,P000604,1
B001285,H001094,1
B001285,G000559,2
B001285,D000197,2
B001285,C001130,2
B001285,F000476,2
B001285,E000299,1
B001285,T000469,1
B001285,N000002,2
B001285,N000191,2
B001285,L000593,2
B001285,P000617,2
B001285,P000597,2
B001285,C001125,2
B001285,L000602,2
B001285,C001091,2
B001285,C001080,2
B001285,C001072,2
A000370,V000131,2
G000585,V000131,1
K000375,V000131,1
A000370,H001038,1
G000585,H001038,1
H001038,K000375,1
A000370,S001226,1
G000585,S001226,1
K000375,S001226,1
A000370,D000530,1
D000530,G000585,1
D000530,K000375,1
A000370,W000808,3
G000585,W000808,2
K000375,W000808,2
A000370,L000551,2
G000585,L000551,2
K000375,L000551,2
A000370,E000297,2
E000297,G000585,2
E000297,K000375,2
A000370,B001224,3
A000370,G000599,2
A000370,G000585,2
A000370,V000081,2
A000370,C001127,3
A000370,H001068,1
A000370,M000312,2
A000370,D000216,2
A000370,K000375,2
A000370,P000604,1
A000370,H001094,1
A000370,G000559,2
A000370,D000197,2
A000370,C001130,3
A000370,F000476,2
A000370,E000299,2
A000370,T000469,1
A000370,N000002,2
A000370,N000191,2
A000370,L000593,2
A000370,P000617,2
A000370,P000597,2
A000370,C001125,2
A000370,L000602,2
A000370,C001091,3
A000370,C001080,2
A000370,C001072,2
B001224,G000585,2
B001224,K000375,2
G000585,G000599,2
G000599,K000375,2
G000585,V000081,2
C001127,G000585,2
G000585,H001068,1
G000585,M000312,2
D000216,G000585,2
G000585,K000375,2
G000585,P000604,1
G000585,H001094,1
G000559,G000585,2
D000197,G000585,2
C001130,G000585,2
F000476,G000585,2
E000299,G000585,1
G000585,T000469,1
G000585,N000002,2
G000585,N000191,2
G000585,L000593,2
G000585,P000617,2
G000585,P000597,2
C001125,G000585,2
G000585,L000602,2
C001091,G000585,2
C001080,G000585,2
C001072,G000585,2
K000375,V000081,2
C001127,K000375,2
H001068,K000375,1
K000375,M000312,2
D000216,K000375,2
K000375,P000604,1
H001094,K000375,1
G000559,K000375,2
D000197,K000375,2
C001130,K000375,2
F000476,K000375,2
E000299,K000375,1
K000375,T000469,1
K000375,N000002,2
K000375,N000191,2
K000375,L000593,2
K000375,P000617,2
K000375,P000597,2
C001125,K000375,2
K000375,L000602,2
C001091,K000375,2
C001080,K000375,2
C001072,K000375,2
C001117,D000399,2
D000399,F000468,4
D000399,J000305,2
B000490,C001117,2
B000490,F000468,3
B000490,J000305,2
B000574,C001117,2
B000574,F000468,2
B000574,J000305,2
B001223,C001117,2
B001223,F000468,2
B001223,J000305,2
C001090,C001117,1
C001090,F000468,1
C001090,J000305,1
C001117,C001131,2
C001131,F000468,4
C001131,J000305,2
C001080,C001117,2
C001061,C001117,2
C001068,C001117,2
C001117,D000216,2
C001117,D000624,2
C001117,E000296,2
C001117,G000559,2
C001117,G000586,2
C001117,G000551,2
C001117,H001081,2
C001117,J000298,2
C001117,K000009,1
C001117,K000389,2
C001117,L000551,2
C001117,M000687,2
C001117,N000002,2
C001117,N000147,2
C001117,O000172,1
C001117,P000618,2
C001117,S001145,2
C001117,S000344,1
C001117,T000472,2
C001117,T000460,1
C001117,T000468,2
C001117,T000469,1
C001117,T000483,2
C001117,W000822,2
C001117,W000788,2
C001117,N000179,2
C001084,C001117,1
C001117,K000391,1
C001117,S001185,2
C001117,C001127,2
C001117,J000288,2
C001117,F000468,2
C001117,W000826,1
C001117,L000590,1
C001117,G000587,2
C001117,R000617,1
C001117,J000032,2
C001117,V000131,1
C001117,S001226,1
C001117,P000604,1
C001117,H001094,1
C001117,C001130,2
C001117,N000191,2
C001117,P000617,2
C001117,E000297,2
C001117,C001125,2
C001117,J000305,2
C001072,C001117,2
C001080,F000468,2
C001080,J000305,2
C001061,F000468,3
C001061,J000305,2
C001068,F000468,3
C001068,J000305,2
D000216,F000468,2
D000216,J000305,2
D000624,F000468,2
D000624,J000305,2
E000296,F000468,2
E000296,J000305,2
F000468,G000559,2
G000559,J000305,2
F000468,G000586,2
G000586,J000305,2
F000468,G000551,2
G000551,J000305,2
F000468,H001081,2
H001081,J000305,2
F000468,J000298,2
J000298,J000305,2
F000468,K000009,1
J000305,K000009,1
F000468,K000389,2
J000305,K000389,2
F000468,L000551,2
J000305,L000551,2
F000468,M000687,2
J000305,M000687,2
F000468,N000002,2
J000305,N000002,2
F000468,N000147,3
J000305,N000147,2
F000468,O000172,1
J000305,O000172,1
F000468,P000618,2
J000305,P000618,2
F000468,S001145,2
J000305,S001145,2
F000468,S000344,1
J000305,S000344,1
F000468,T000472,2
J000305,T000472,2
F000468,T000460,1
J000305,T000460,1
F000468,T000468,2
J000305,T000468,2
F000468,T000469,1
J000305,T000469,1
F000468,T000483,2
J000305,T000483,2
F000468,W000822,2
J000305,W000822,2
F000468,W000788,3
J000305,W000788,2
F000468,N000179,3
J000305,N000179,2
C001084,F000468,1
C001084,J000305,1
F000468,K000391,1
J000305,K000391,1
F000468,S001185,3
J000305,S001185,2
C001127,F000468,3
C001127,J000305,2
F000468,J000288,3
J000288,J000305,2
F000468,W000826,1
F000468,L000590,1
F000468,G000587,4
F000468,R000617,1
F000468,J000032,4
F000468,V000131,3
F000468,S001226,1
F000468,P000604,1
F000468,H001094,1
C001130,F000468,4
F000468,N000191,2
F000468,P000617,2
E000297,F000468,2
C001125,F000468,2
F000468,J000305,2
C001072,F000468,2
J000305,W000826,1
J000305,L000590,1
G000587,J000305,2
J000305,R000617,1
J000032,J000305,2
J000305,V000131,1
J000305,S001226,1
J000305,P000604,1
H001094,J000305,1
C001130,J000305,2
J000305,N000191,2
J000305,P000617,2
E000297,J000305,2
C001125,J000305,2
C001072,J000305,2
B001301,G000591,5
B001301,D000594,5
B001301,H001058,4
B001301,W000798,4
B000740,B001301,3
B001301,C001120,4
B001301,D000032,2
D000594,G000591,5
G000591,H001058,3
G000591,W000798,4
B000740,G000591,3
C001120,G000591,6
D000032,G000591,2
D000594,H001058,4
D000594,W000798,3
B000740,D000594,3
H001058,W000798,3
B000740,H001058,3
C001120,H001058,3
D000032,H001058,2
B000740,W000798,3
C001120,W000798,4
D000032,W000798,3
B000740,C001120,3
B000740,D000032,2
B001301,C001039,4
B001301,H001067,5
B001301,D000626,3
B001301,S001196,2
B001301,B001311,4
B001301,N000189,2
B001301,R000610,4
B001301,D000615,5
B001301,L000266,3
B001301,F000475,3
B001297,B001301,3
B001301,P000605,4
B001301,J000302,4
B001301,W000804,3
B001301,V000133,2
B001301,P000048,3
B001301,T000478,2
B001301,S000250,4
B001301,C001087,3
B001301,G000577,2
B001301,N000190,4
B001301,E000071,2
B001301,J000304,4
B001301,H001086,5
B001301,M001194,4
B001301,F000446,3
B001301,C001103,4
B001301,O000086,3
B001301,C001115,4
B001301,B001302,5
B001295,B001301,5
B001301,M001195,4
B001301,W000814,4
B001301,S001189,4
B001301,C001116,4
B001301,K000376,3
B001301,N000026,2
B001291,B001301,3
B001301,F000459,4
B001301,K000388,3
B001301,D000628,4
B001301,F000246,3
B001301,G000576,4
B001301,I000056,3
B001301,H001052,4
B001301,F000470,3
B001301,M001205,3
B001301,S001214,3
B001301,G000589,2
B001301,M001136,3
B001301,M001213,2
B001301,L000566,3
B001301,M001212,3
B001301,C001108,3
B001301,C001118,4
B001301,M001199,4
B001282,B001301,3
B000825,B001301,3
B001275,B001301,2
B001301,S001222,3
B001301,C001132,3
B001301,E000235,4
B001301,M000871,2
B001301,B001307,3
B001301,L000578,2
B001301,F000478,2
B001301,F000472,3
B001301,S001224,4
B001301,L000564,3
B001301,O000175,4
B001301,L000600,3
B001301,S001199,4
B001301,G000565,5
B001301,F000450,2
A000372,B001301,3
B001301,H001093,2
B001301,B001317,3
B001301,K000392,3
B001301,M001210,3
B001301,M001211,3
B001301,W000812,2
B001301,W000816,3
B001299,B001301,3
B001301,D000616,1
B001298,B001301,2
B001301,Y000067,3
B001301,F000471,3
B001301,T000467,4
B001301,T000165,3
B001301,H001082,3
B001301,E000246,2
B001301,T000480,4
B001301,H001077,2
B001301,B001309,4
B001301,J000299,3
B001301,L000589,5
B001301,R000603,3
B001301,L000603,4
B001301,L000585,3
B001301,C001129,2
B001301,S001172,3
B001301,L000596,4
B001301,F000465,3
B001301,B001316,3
B001301,B001314,2
B001301,R000575,1
B001301,G000594,3
B001301,S001148,3
B001257,B001301,3
B001301,L000583,2
A000369,B001301,3
B001301,H001091,2
B001301,M001204,2
B001301,S001212,3
B001301,W000795,3
B001301,V000129,2
B001301,G000546,2
B001301,L000595,2
B001301,P000599,4
B001301,W000815,3
B001301,R000612,3
B001301,M001222,1
B001301,C001114,2
B001301,E000298,4
B001301,H001072,2
B001301,G000558,5
A000379,B001301,2
B001301,J000301,3
B001301,Z000018,2
B001301,B001306,2
B001301,M001216,1
B001301,L000597,1
B001301,V000134,2
B001301,R000609,4
B001301,W000823,2
B001301,S001220,2
A000377,B001301,3
B001301,D000632,2
B001301,G000590,3
B001301,C000059,2
C001039,D000626,5
C001039,L000266,4
C001039,F000475,5
B001297,C001039,5
C001039,W000804,3
C001039,P000048,4
C001039,T000478,4
C001039,C001087,3
C001039,M001194,6
C001039,F000446,4
C001039,W000798,4
C001039,O000086,2
C001039,H001058,3
C001039,G000591,5
B001295,C001039,6
C001039,M001195,6
C001039,S001189,4
C001039,C001116,5
C001039,K000376,5
C001039,N000026,2
C001039,F000459,4
B000740,C001039,3
C001039,D000628,4
C001039,F000246,3
C001039,F000470,4
C001039,M001205,4
C001039,M001136,2
C001039,M001213,4
C001039,L000566,3
C001039,M001212,4
C001039,C001108,3
B001275,C001039,2
C001039,S001222,4
C001039,E000235,4
C001039,M000871,2
B001307,C001039,3
C001039,L000578,3
C001039,F000478,2
C001039,F000472,2
C001039,L000600,3
C001039,S001199,4
C001039,F000450,3
A000372,C001039,3
C001039,H001093,2
C001039,K000392,4
C001039,M001210,4
C001039,W000812,2
B001299,C001039,5
C001039,D000616,1
B001298,C001039,2
C001039,Y000067,3
C001039,T000467,5
C001039,T000480,6
B001309,C001039,4
C001039,R000603,3
C001039,S001172,4
C001039,F000465,4
B001316,C001039,3
B001314,C001039,2
C001039,R000575,1
C001039,G000594,3
C001039,S001148,3
B001257,C001039,4
C001039,L000583,3
A000369,C001039,3
C001039,M001204,2
C001039,W000795,4
C001039,V000129,3
C001039,G000546,2
C001039,L000595,2
C001039,W000815,4
C001039,M001222,1
C001039,C001114,2
C001039,E000298,5
C001039,H001072,2
A000379,C001039,2
C001039,J000301,3
C001039,M001216,1
C001039,R000609,5
C001039,W000823,3
C001039,S001220,3
A000377,C001039,3
C001039,D000632,2
D000626,H001067,3
H001067,N000189,4
H001067,L000266,3
F000475,H001067,4
B001297,H001067,3
H001067,W000804,3
H001067,P000048,3
H001067,T000478,3
C001087,H001067,4
H001067,M001194,4
F000446,H001067,3
H001067,W000798,3
H001067,O000086,5
H001058,H001067,3
G000591,H001067,5
B001295,H001067,6
H001067,M001195,5
H001067,S001189,4
C001116,H001067,4
H001067,K000376,3
H001067,N000026,3
F000459,H001067,4
B000740,H001067,2
D000628,H001067,5
F000246,H001067,3
F000470,H001067,3
H001067,M001205,3
H001067,M001136,3
H001067,M001213,2
H001067,L000566,3
H001067,M001212,4
C001108,H001067,4
B001282,H001067,4
B001275,H001067,3
H001067,S001222,3
E000235,H001067,5
H001067,M000871,3
B001307,H001067,5
H001067,L000578,2
F000478,H001067,2
F000472,H001067,3
H001067,L000600,3
H001067,S001199,4
G000565,H001067,6
F000450,H001067,3
A000372,H001067,3
H001067,H001093,3
H001067,K000392,4
H001067,M001210,3
H001067,W000812,2
B001299,H001067,3
D000616,H001067,1
B001298,H001067,3
H001067,Y000067,4
H001067,T000467,4
E000246,H001067,3
H001067,T000480,4
B001309,H001067,4
H001067,R000603,3
H001067,S001172,3
F000465,H001067,3
B001316,H001067,3
B001314,H001067,2
H001067,R000575,2
G000594,H001067,4
H001067,S001148,3
B001257,H001067,5
H001067,L000583,2
A000369,H001067,4
H001067,M001204,2
H001067,W000795,3
H001067,V000129,4
G000546,H001067,2
H001067,L000595,3
H001067,W000815,4
H001067,M001222,1
C001114,H001067,2
E000298,H001067,4
H001067,H001072,2
A000379,H001067,2
H001067,J000301,3
H001067,M001216,1
H001067,L000597,1
H001067,R000609,4
H001067,W000823,3
H001067,S001220,2
A000377,H001067,3
D000632,H001067,3
C000059,H001067,2
C001120,D000626,4
D000626,S001196,2
B001311,D000626,5
D000626,N000189,2
D000626,R000610,3
D000615,D000626,6
D000626,L000266,3
D000626,F000475,3
B001297,D000626,4
D000626,P000605,6
D000626,J000302,3
D000626,W000804,2
D000626,V000133,2
D000626,P000048,3
D000626,T000478,3
D000626,S000250,4
C001087,D000626,2
D000626,G000577,1
D000626,N000190,6
D000626,E000071,2
D000626,J000304,4
D000626,H001086,5
D000626,M001194,3
D000626,F000446,2
D000626,W000798,3
C001103,D000626,5
D000626,O000086,3
D000626,H001058,2
C001115,D000626,4
D000626,G000591,5
B001302,D000626,5
B001295,D000626,5
D000626,M001195,3
D000626,W000814,4
D000626,S001189,2
C001116,D000626,3
D000626,K000376,3
D000626,N000026,2
B001291,D000626,2
D000626,F000459,2
B000740,D000626,2
D000626,K000388,2
D000626,D000628,2
D000626,F000246,2
D000626,G000576,2
D000626,I000056,2
D000626,H001052,3
D000626,F000470,2
D000626,M001205,2
D000626,S001214,4
D000626,G000589,2
D000626,M001136,3
D000626,M001213,3
D000626,L000566,2
D000626,M001212,3
C001108,D000626,2
C001118,D000626,4
D000626,M001199,3
B001282,D000626,2
B000825,D000626,3
B001275,D000626,2
D000626,S001222,4
C001132,D000626,2
D000626,E000235,3
D000626,M000871,1
B001307,D000626,2
D000594,D000626,3
D000626,L000578,3
D000626,F000478,2
D000626,F000472,3
D000626,S001224,3
D000626,L000564,3
D000626,O000175,4
D000626,L000600,2
D000626,S001199,3
D000626,G000565,5
D000626,F000450,3
A000372,D000626,2
D000626,H001093,2
B001317,D000626,3
D000626,K000392,1
D000626,M001210,2
D000626,M001211,4
D000626,W000812,2
D000626,W000816,2
B001299,D000626,4
D000616,D000626,1
B001298,D000626,2
D000626,Y000067,3
D000626,F000471,2
D000626,T000467,3
D000626,T000165,2
D000626,H001082,3
D000626,E000246,2
D000626,T000480,4
D000626,H001077,2
B001309,D000626,2
D000626,J000299,3
D000626,L000589,3
D000626,R000603,2
D000626,L000603,4
D000626,L000585,2
C001129,D000626,4
D000626,S001172,2
D000626,L000596,3
D000626,F000465,2
D000032,D000626,2
B001316,D000626,4
B001314,D000626,2
D000626,R000575,1
D000626,G000594,2
